statePostal, year,unemployment,key
"Clark County, MO",Aug-24 p,0.048,29-045
"Clay County, MO",Aug-24 p,0.033,29-047
"Clinton County, MO",Aug-24 p,0.038,29-049
"Cole County, MO",Aug-24 p,0.034,29-051
"Cooper County, MO",Aug-24 p,0.040999999999999995,29-053
"Crawford County, MO",Aug-24 p,0.042,29-055
"Dade County, MO",Aug-24 p,0.043,29-057
"Dallas County, MO",Aug-24 p,0.043,29-059
"Daviess County, MO",Aug-24 p,0.038,29-061
"DeKalb County, MO",Aug-24 p,0.033,29-063
"Dent County, MO",Aug-24 p,0.046,29-065
"Douglas County, MO",Aug-24 p,0.045,29-067
"Dunklin County, MO",Aug-24 p,0.064,29-069
"Franklin County, MO",Aug-24 p,0.036000000000000004,29-071
"Gasconade County, MO",Aug-24 p,0.036000000000000004,29-073
"Gentry County, MO",Aug-24 p,0.036000000000000004,29-075
"Greene County, MO",Aug-24 p,0.034,29-077
"Grundy County, MO",Aug-24 p,0.043,29-079
"Harrison County, MO",Aug-24 p,0.042,29-081
"Henry County, MO",Aug-24 p,0.040999999999999995,29-083
"Hickory County, MO",Aug-24 p,0.048,29-085
"Holt County, MO",Aug-24 p,0.033,29-087
"Howard County, MO",Aug-24 p,0.040999999999999995,29-089
"Howell County, MO",Aug-24 p,0.05,29-091
"Iron County, MO",Aug-24 p,0.057999999999999996,29-093
"Jackson County, MO",Aug-24 p,0.042,29-095
"Jasper County, MO",Aug-24 p,0.039,29-097
"Jefferson County, MO",Aug-24 p,0.035,29-099
"Johnson County, MO",Aug-24 p,0.045,29-101
"Knox County, MO",Aug-24 p,0.04,29-103
"Laclede County, MO",Aug-24 p,0.049,29-105
"Lafayette County, MO",Aug-24 p,0.036000000000000004,29-107
"Lawrence County, MO",Aug-24 p,0.044000000000000004,29-109
"Lewis County, MO",Aug-24 p,0.039,29-111
"Lincoln County, MO",Aug-24 p,0.036000000000000004,29-113
"Linn County, MO",Aug-24 p,0.051,29-115
"Livingston County, MO",Aug-24 p,0.031,29-117
"McDonald County, MO",Aug-24 p,0.039,29-119
"Macon County, MO",Aug-24 p,0.042,29-121
"Madison County, MO",Aug-24 p,0.040999999999999995,29-123
"Maries County, MO",Aug-24 p,0.043,29-125
"Marion County, MO",Aug-24 p,0.039,29-127
"Mercer County, MO",Aug-24 p,0.042,29-129
"Miller County, MO",Aug-24 p,0.034,29-131
"Mississippi County, MO",Aug-24 p,0.049,29-133
"Moniteau County, MO",Aug-24 p,0.036000000000000004,29-135
"Monroe County, MO",Aug-24 p,0.042,29-137
"Montgomery County, MO",Aug-24 p,0.033,29-139
"Morgan County, MO",Aug-24 p,0.043,29-141
"New Madrid County, MO",Aug-24 p,0.057,29-143
"Newton County, MO",Aug-24 p,0.038,29-145
"Nodaway County, MO",Aug-24 p,0.043,29-147
"Oregon County, MO",Aug-24 p,0.047,29-149
"Osage County, MO",Aug-24 p,0.034,29-151
"Ozark County, MO",Aug-24 p,0.057,29-153
"Pemiscot County, MO",Aug-24 p,0.066,29-155
"Perry County, MO",Aug-24 p,0.033,29-157
"Pettis County, MO",Aug-24 p,0.043,29-159
"Phelps County, MO",Aug-24 p,0.04,29-161
"Pike County, MO",Aug-24 p,0.037000000000000005,29-163
"Platte County, MO",Aug-24 p,0.034,29-165
"Polk County, MO",Aug-24 p,0.043,29-167
"Pulaski County, MO",Aug-24 p,0.048,29-169
"Putnam County, MO",Aug-24 p,0.043,29-171
"Ralls County, MO",Aug-24 p,0.034,29-173
"Randolph County, MO",Aug-24 p,0.044000000000000004,29-175
"Ray County, MO",Aug-24 p,0.039,29-177
"Reynolds County, MO",Aug-24 p,0.048,29-179
"Ripley County, MO",Aug-24 p,0.055,29-181
"St. Charles County, MO",Aug-24 p,0.031,29-183
"St. Clair County, MO",Aug-24 p,0.05,29-185
"Ste. Genevieve County, MO",Aug-24 p,0.035,29-186
"St. Francois County, MO",Aug-24 p,0.047,29-187
"St. Louis County, MO",Aug-24 p,0.038,29-189
"Saline County, MO",Aug-24 p,0.04,29-195
"Schuyler County, MO",Aug-24 p,0.048,29-197
"Scotland County, MO",Aug-24 p,0.038,29-199
"Scott County, MO",Aug-24 p,0.039,29-201
"Shannon County, MO",Aug-24 p,0.045,29-203
"Shelby County, MO",Aug-24 p,0.032,29-205
"Stoddard County, MO",Aug-24 p,0.048,29-207
"Stone County, MO",Aug-24 p,0.045,29-209
"Sullivan County, MO",Aug-24 p,0.044000000000000004,29-211
"Taney County, MO",Aug-24 p,0.042,29-213
"Texas County, MO",Aug-24 p,0.048,29-215
"Vernon County, MO",Aug-24 p,0.046,29-217
"Warren County, MO",Aug-24 p,0.036000000000000004,29-219
"Washington County, MO",Aug-24 p,0.044000000000000004,29-221
"Wayne County, MO",Aug-24 p,0.049,29-223
"Webster County, MO",Aug-24 p,0.037000000000000005,29-225
"Worth County, MO",Aug-24 p,0.031,29-227
"Wright County, MO",Aug-24 p,0.051,29-229
"St. Louis city, MO",Aug-24 p,0.047,29-510
"Beaverhead County, MT",Aug-24 p,0.026000000000000002,30-001
"Big Horn County, MT",Aug-24 p,0.05,30-003
"Blaine County, MT",Aug-24 p,0.043,30-005
"Broadwater County, MT",Aug-24 p,0.031,30-007
"Carbon County, MT",Aug-24 p,0.027999999999999997,30-009
"Carter County, MT",Aug-24 p,0.031,30-011
"Cascade County, MT",Aug-24 p,0.034,30-013
"Chouteau County, MT",Aug-24 p,0.028999999999999998,30-015
"Custer County, MT",Aug-24 p,0.026000000000000002,30-017
"Daniels County, MT",Aug-24 p,0.022000000000000002,30-019
"Dawson County, MT",Aug-24 p,0.028999999999999998,30-021
"Deer Lodge County, MT",Aug-24 p,0.027999999999999997,30-023
"Fallon County, MT",Aug-24 p,0.017,30-025
"Fergus County, MT",Aug-24 p,0.03,30-027
"Flathead County, MT",Aug-24 p,0.034,30-029
"Gallatin County, MT",Aug-24 p,0.023,30-031
"Garfield County, MT",Aug-24 p,0.022000000000000002,30-033
"Glacier County, MT",Aug-24 p,0.049,30-035
"Golden Valley County, MT",Aug-24 p,0.044000000000000004,30-037
"Granite County, MT",Aug-24 p,0.038,30-039
"Hill County, MT",Aug-24 p,0.032,30-041
"Jefferson County, MT",Aug-24 p,0.027999999999999997,30-043
"Judith Basin County, MT",Aug-24 p,0.037000000000000005,30-045
"Lake County, MT",Aug-24 p,0.038,30-047
"Lewis and Clark County, MT",Aug-24 p,0.027999999999999997,30-049
"Liberty County, MT",Aug-24 p,0.027999999999999997,30-051
"Lincoln County, MT",Aug-24 p,0.051,30-053
"McCone County, MT",Aug-24 p,0.027999999999999997,30-055
"Madison County, MT",Aug-24 p,0.039,30-057
"Meagher County, MT",Aug-24 p,0.023,30-059
"Mineral County, MT",Aug-24 p,0.057,30-061
"Missoula County, MT",Aug-24 p,0.033,30-063
"Musselshell County, MT",Aug-24 p,0.035,30-065
"Park County, MT",Aug-24 p,0.025,30-067
"Petroleum County, MT",Aug-24 p,0.04,30-069
"Phillips County, MT",Aug-24 p,0.032,30-071
"Pondera County, MT",Aug-24 p,0.037000000000000005,30-073
"Powder River County, MT",Aug-24 p,0.023,30-075
"Powell County, MT",Aug-24 p,0.031,30-077
"Prairie County, MT",Aug-24 p,0.021,30-079
"Ravalli County, MT",Aug-24 p,0.033,30-081
"Richland County, MT",Aug-24 p,0.028999999999999998,30-083
"Roosevelt County, MT",Aug-24 p,0.042,30-085
"Rosebud County, MT",Aug-24 p,0.044000000000000004,30-087
"Sanders County, MT",Aug-24 p,0.046,30-089
"Sheridan County, MT",Aug-24 p,0.026000000000000002,30-091
"Silver Bow County, MT",Aug-24 p,0.036000000000000004,30-093
"Stillwater County, MT",Aug-24 p,0.028999999999999998,30-095
"Sweet Grass County, MT",Aug-24 p,0.023,30-097
"Teton County, MT",Aug-24 p,0.03,30-099
"Toole County, MT",Aug-24 p,0.035,30-101
"Treasure County, MT",Aug-24 p,0.03,30-103
"Valley County, MT",Aug-24 p,0.026000000000000002,30-105
"Wheatland County, MT",Aug-24 p,0.039,30-107
"Wibaux County, MT",Aug-24 p,0.038,30-109
"Yellowstone County, MT",Aug-24 p,0.033,30-111
"Adams County, NE",Aug-24 p,0.025,31-001
"Antelope County, NE",Aug-24 p,0.019,31-003
"Arthur County, NE",Aug-24 p,0.027000000000000003,31-005
"Banner County, NE",Aug-24 p,0.035,31-007
"Blaine County, NE",Aug-24 p,0.040999999999999995,31-009
"Boone County, NE",Aug-24 p,0.021,31-011
"Box Butte County, NE",Aug-24 p,0.031,31-013
"Boyd County, NE",Aug-24 p,0.027000000000000003,31-015
"Brown County, NE",Aug-24 p,0.025,31-017
"Buffalo County, NE",Aug-24 p,0.024,31-019
"Burt County, NE",Aug-24 p,0.026000000000000002,31-021
"Butler County, NE",Aug-24 p,0.023,31-023
"Cass County, NE",Aug-24 p,0.027000000000000003,31-025
"Cedar County, NE",Aug-24 p,0.021,31-027
"Chase County, NE",Aug-24 p,0.021,31-029
"Cherry County, NE",Aug-24 p,0.018000000000000002,31-031
"Cheyenne County, NE",Aug-24 p,0.028999999999999998,31-033
"Clay County, NE",Aug-24 p,0.024,31-035
"Colfax County, NE",Aug-24 p,0.024,31-037
"Cuming County, NE",Aug-24 p,0.023,31-039
"Custer County, NE",Aug-24 p,0.019,31-041
"Dakota County, NE",Aug-24 p,0.027000000000000003,31-043
"Dawes County, NE",Aug-24 p,0.028999999999999998,31-045
"Dawson County, NE",Aug-24 p,0.027000000000000003,31-047
"Deuel County, NE",Aug-24 p,0.023,31-049
"Dixon County, NE",Aug-24 p,0.023,31-051
"Dodge County, NE",Aug-24 p,0.026000000000000002,31-053
"Douglas County, NE",Aug-24 p,0.03,31-055
"Dundy County, NE",Aug-24 p,0.019,31-057
"Fillmore County, NE",Aug-24 p,0.018000000000000002,31-059
"Franklin County, NE",Aug-24 p,0.025,31-061
"Frontier County, NE",Aug-24 p,0.026000000000000002,31-063
"Furnas County, NE",Aug-24 p,0.025,31-065
"Gage County, NE",Aug-24 p,0.027000000000000003,31-067
"Garden County, NE",Aug-24 p,0.023,31-069
"Garfield County, NE",Aug-24 p,0.024,31-071
"Gosper County, NE",Aug-24 p,0.023,31-073
"Grant County, NE",Aug-24 p,0.021,31-075
"Greeley County, NE",Aug-24 p,0.025,31-077
"Hall County, NE",Aug-24 p,0.026000000000000002,31-079
"Hamilton County, NE",Aug-24 p,0.022000000000000002,31-081
"Harlan County, NE",Aug-24 p,0.019,31-083
"Hayes County, NE",Aug-24 p,0.02,31-085
"Hitchcock County, NE",Aug-24 p,0.031,31-087
"Holt County, NE",Aug-24 p,0.019,31-089
"Hooker County, NE",Aug-24 p,0.025,31-091
"Howard County, NE",Aug-24 p,0.021,31-093
"Jefferson County, NE",Aug-24 p,0.02,31-095
"Johnson County, NE",Aug-24 p,0.035,31-097
"Kearney County, NE",Aug-24 p,0.019,31-099
"Keith County, NE",Aug-24 p,0.02,31-101
"Keya Paha County, NE",Aug-24 p,0.023,31-103
"Kimball County, NE",Aug-24 p,0.022000000000000002,31-105
"Knox County, NE",Aug-24 p,0.021,31-107
"Lancaster County, NE",Aug-24 p,0.026000000000000002,31-109
"Lincoln County, NE",Aug-24 p,0.025,31-111
"Logan County, NE",Aug-24 p,0.025,31-113
"Loup County, NE",Aug-24 p,0.034,31-115
"McPherson County, NE",Aug-24 p,0.021,31-117
"Madison County, NE",Aug-24 p,0.023,31-119
"Merrick County, NE",Aug-24 p,0.022000000000000002,31-121
"Morrill County, NE",Aug-24 p,0.024,31-123
"Nance County, NE",Aug-24 p,0.024,31-125
"Nemaha County, NE",Aug-24 p,0.033,31-127
"Nuckolls County, NE",Aug-24 p,0.02,31-129
"Otoe County, NE",Aug-24 p,0.025,31-131
"Pawnee County, NE",Aug-24 p,0.019,31-133
"Perkins County, NE",Aug-24 p,0.019,31-135
"Phelps County, NE",Aug-24 p,0.021,31-137
"Pierce County, NE",Aug-24 p,0.02,31-139
"Platte County, NE",Aug-24 p,0.023,31-141
"Polk County, NE",Aug-24 p,0.022000000000000002,31-143
"Red Willow County, NE",Aug-24 p,0.022000000000000002,31-145
"Richardson County, NE",Aug-24 p,0.028999999999999998,31-147
"Rock County, NE",Aug-24 p,0.016,31-149
"Saline County, NE",Aug-24 p,0.027999999999999997,31-151
"Sarpy County, NE",Aug-24 p,0.027000000000000003,31-153
"Saunders County, NE",Aug-24 p,0.022000000000000002,31-155
"Scotts Bluff County, NE",Aug-24 p,0.03,31-157
"Seward County, NE",Aug-24 p,0.026000000000000002,31-159
"Sheridan County, NE",Aug-24 p,0.024,31-161
"Sherman County, NE",Aug-24 p,0.023,31-163
"Sioux County, NE",Aug-24 p,0.019,31-165
"Stanton County, NE",Aug-24 p,0.022000000000000002,31-167
"Thayer County, NE",Aug-24 p,0.023,31-169
"Thomas County, NE",Aug-24 p,0.031,31-171
"Thurston County, NE",Aug-24 p,0.032,31-173
"Valley County, NE",Aug-24 p,0.023,31-175
"Washington County, NE",Aug-24 p,0.024,31-177
"Wayne County, NE",Aug-24 p,0.027999999999999997,31-179
"Webster County, NE",Aug-24 p,0.028999999999999998,31-181
"Wheeler County, NE",Aug-24 p,0.015,31-183
"York County, NE",Aug-24 p,0.022000000000000002,31-185
"Churchill County, NV",Aug-24 p,0.052000000000000005,32-001
"Clark County, NV",Aug-24 p,0.061,32-003
"Douglas County, NV",Aug-24 p,0.05,32-005
"Elko County, NV",Aug-24 p,0.044000000000000004,32-007
"Esmeralda County, NV",Aug-24 p,0.057999999999999996,32-009
"Eureka County, NV",Aug-24 p,0.057,32-011
"Humboldt County, NV",Aug-24 p,0.048,32-013
"Lander County, NV",Aug-24 p,0.042,32-015
"Lincoln County, NV",Aug-24 p,0.055,32-017
"Lyon County, NV",Aug-24 p,0.067,32-019
"Mineral County, NV",Aug-24 p,0.067,32-021
"Nye County, NV",Aug-24 p,0.073,32-023
"Pershing County, NV",Aug-24 p,0.051,32-027
"Storey County, NV",Aug-24 p,0.051,32-029
"Washoe County, NV",Aug-24 p,0.047,32-031
"White Pine County, NV",Aug-24 p,0.038,32-033
"Carson City, NV",Aug-24 p,0.05,32-510
"Belknap County, NH",Aug-24 p,0.028999999999999998,33-001
"Carroll County, NH",Aug-24 p,0.028999999999999998,33-003
"Cheshire County, NH",Aug-24 p,0.032,33-005
"Coos County, NH",Aug-24 p,0.031,33-007
"Grafton County, NH",Aug-24 p,0.027999999999999997,33-009
"Hillsborough County, NH",Aug-24 p,0.031,33-011
"Merrimack County, NH",Aug-24 p,0.027999999999999997,33-013
"Rockingham County, NH",Aug-24 p,0.03,33-015
"Strafford County, NH",Aug-24 p,0.03,33-017
"Sullivan County, NH",Aug-24 p,0.027999999999999997,33-019
"Atlantic County, NJ",Aug-24 p,0.068,34-001
"Bergen County, NJ",Aug-24 p,0.048,34-003
"Burlington County, NJ",Aug-24 p,0.049,34-005
"Camden County, NJ",Aug-24 p,0.059000000000000004,34-007
"Cape May County, NJ",Aug-24 p,0.049,34-009
"Cumberland County, NJ",Aug-24 p,0.077,34-011
"Essex County, NJ",Aug-24 p,0.069,34-013
"Gloucester County, NJ",Aug-24 p,0.053,34-015
"Hudson County, NJ",Aug-24 p,0.054000000000000006,34-017
"Hunterdon County, NJ",Aug-24 p,0.040999999999999995,34-019
"Mercer County, NJ",Aug-24 p,0.049,34-021
"Middlesex County, NJ",Aug-24 p,0.052000000000000005,34-023
"Monmouth County, NJ",Aug-24 p,0.045,34-025
"Morris County, NJ",Aug-24 p,0.045,34-027
"Ocean County, NJ",Aug-24 p,0.049,34-029
"Passaic County, NJ",Aug-24 p,0.068,34-031
"Salem County, NJ",Aug-24 p,0.068,34-033
"Somerset County, NJ",Aug-24 p,0.047,34-035
"Sussex County, NJ",Aug-24 p,0.05,34-037
"Union County, NJ",Aug-24 p,0.057999999999999996,34-039
"Warren County, NJ",Aug-24 p,0.049,34-041
"Bernalillo County, NM",Aug-24 p,0.042,35-001
"Catron County, NM",Aug-24 p,0.053,35-003
"Chaves County, NM",Aug-24 p,0.047,35-005
"Cibola County, NM",Aug-24 p,0.062,35-006
"Colfax County, NM",Aug-24 p,0.039,35-007
"Curry County, NM",Aug-24 p,0.036000000000000004,35-009
"De Baca County, NM",Aug-24 p,0.037000000000000005,35-011
"Dona Ana County, NM",Aug-24 p,0.048,35-013
"Eddy County, NM",Aug-24 p,0.032,35-015
"Grant County, NM",Aug-24 p,0.038,35-017
"Guadalupe County, NM",Aug-24 p,0.038,35-019
"Harding County, NM",Aug-24 p,0.039,35-021
"Hidalgo County, NM",Aug-24 p,0.047,35-023
"Lea County, NM",Aug-24 p,0.042,35-025
"Lincoln County, NM",Aug-24 p,0.055999999999999994,35-027
"Los Alamos County, NM",Aug-24 p,0.024,35-028
"Luna County, NM",Aug-24 p,0.08800000000000001,35-029
"McKinley County, NM",Aug-24 p,0.059000000000000004,35-031
"Mora County, NM",Aug-24 p,0.043,35-033
"Otero County, NM",Aug-24 p,0.045,35-035
"Quay County, NM",Aug-24 p,0.051,35-037
"Rio Arriba County, NM",Aug-24 p,0.04,35-039
"Roosevelt County, NM",Aug-24 p,0.040999999999999995,35-041
"Sandoval County, NM",Aug-24 p,0.045,35-043
"San Juan County, NM",Aug-24 p,0.051,35-045
"San Miguel County, NM",Aug-24 p,0.05,35-047
"Santa Fe County, NM",Aug-24 p,0.04,35-049
"Sierra County, NM",Aug-24 p,0.06,35-051
"Socorro County, NM",Aug-24 p,0.051,35-053
"Taos County, NM",Aug-24 p,0.051,35-055
"Torrance County, NM",Aug-24 p,0.061,35-057
"Union County, NM",Aug-24 p,0.034,35-059
"Valencia County, NM",Aug-24 p,0.049,35-061
"Albany County, NY",Aug-24 p,0.038,36-001
"Allegany County, NY",Aug-24 p,0.045,36-003
"Bronx County, NY",Aug-24 p,0.08,36-005
"Broome County, NY",Aug-24 p,0.045,36-007
"Cattaraugus County, NY",Aug-24 p,0.042,36-009
"Cayuga County, NY",Aug-24 p,0.04,36-011
"Chautauqua County, NY",Aug-24 p,0.044000000000000004,36-013
"Chemung County, NY",Aug-24 p,0.044000000000000004,36-015
"Chenango County, NY",Aug-24 p,0.035,36-017
"Clinton County, NY",Aug-24 p,0.04,36-019
"Columbia County, NY",Aug-24 p,0.031,36-021
"Cortland County, NY",Aug-24 p,0.043,36-023
"Delaware County, NY",Aug-24 p,0.042,36-025
"Dutchess County, NY",Aug-24 p,0.038,36-027
"Erie County, NY",Aug-24 p,0.044000000000000004,36-029
"Essex County, NY",Aug-24 p,0.032,36-031
"Franklin County, NY",Aug-24 p,0.039,36-033
"Fulton County, NY",Aug-24 p,0.045,36-035
"Genesee County, NY",Aug-24 p,0.033,36-037
"Greene County, NY",Aug-24 p,0.040999999999999995,36-039
"Hamilton County, NY",Aug-24 p,0.031,36-041
"Herkimer County, NY",Aug-24 p,0.042,36-043
"Jefferson County, NY",Aug-24 p,0.043,36-045
"Kings County, NY",Aug-24 p,0.065,36-047
"Lewis County, NY",Aug-24 p,0.04,36-049
"Livingston County, NY",Aug-24 p,0.038,36-051
"Madison County, NY",Aug-24 p,0.038,36-053
"Monroe County, NY",Aug-24 p,0.042,36-055
"Montgomery County, NY",Aug-24 p,0.047,36-057
"Nassau County, NY",Aug-24 p,0.036000000000000004,36-059
"New York County, NY",Aug-24 p,0.054000000000000006,36-061
"Niagara County, NY",Aug-24 p,0.046,36-063
"Oneida County, NY",Aug-24 p,0.040999999999999995,36-065
"Onondaga County, NY",Aug-24 p,0.039,36-067
"Ontario County, NY",Aug-24 p,0.033,36-069
"Orange County, NY",Aug-24 p,0.039,36-071
"Orleans County, NY",Aug-24 p,0.044000000000000004,36-073
"Oswego County, NY",Aug-24 p,0.044000000000000004,36-075
"Otsego County, NY",Aug-24 p,0.040999999999999995,36-077
"Putnam County, NY",Aug-24 p,0.037000000000000005,36-079
"Queens County, NY",Aug-24 p,0.054000000000000006,36-081
"Rensselaer County, NY",Aug-24 p,0.037000000000000005,36-083
"Richmond County, NY",Aug-24 p,0.057999999999999996,36-085
"Rockland County, NY",Aug-24 p,0.037000000000000005,36-087
"St. Lawrence County, NY",Aug-24 p,0.051,36-089
"Saratoga County, NY",Aug-24 p,0.032,36-091
"Schenectady County, NY",Aug-24 p,0.040999999999999995,36-093
"Schoharie County, NY",Aug-24 p,0.040999999999999995,36-095
"Schuyler County, NY",Aug-24 p,0.037000000000000005,36-097
"Seneca County, NY",Aug-24 p,0.035,36-099
"Steuben County, NY",Aug-24 p,0.04,36-101
"Suffolk County, NY",Aug-24 p,0.039,36-103
"Sullivan County, NY",Aug-24 p,0.035,36-105
"Tioga County, NY",Aug-24 p,0.036000000000000004,36-107
"Tompkins County, NY",Aug-24 p,0.039,36-109
"Ulster County, NY",Aug-24 p,0.039,36-111
"Warren County, NY",Aug-24 p,0.035,36-113
"Washington County, NY",Aug-24 p,0.034,36-115
"Wayne County, NY",Aug-24 p,0.036000000000000004,36-117
"Westchester County, NY",Aug-24 p,0.040999999999999995,36-119
"Wyoming County, NY",Aug-24 p,0.035,36-121
"Yates County, NY",Aug-24 p,0.031,36-123
"Alamance County, NC",Aug-24 p,0.042,37-001
"Alexander County, NC",Aug-24 p,0.040999999999999995,37-003
"Alleghany County, NC",Aug-24 p,0.052000000000000005,37-005
"Anson County, NC",Aug-24 p,0.049,37-007
"Ashe County, NC",Aug-24 p,0.034,37-009
"Avery County, NC",Aug-24 p,0.035,37-011
"Beaufort County, NC",Aug-24 p,0.046,37-013
"Bertie County, NC",Aug-24 p,0.057,37-015
"Bladen County, NC",Aug-24 p,0.051,37-017
"Brunswick County, NC",Aug-24 p,0.05,37-019
"Buncombe County, NC",Aug-24 p,0.034,37-021
"Burke County, NC",Aug-24 p,0.040999999999999995,37-023
"Cabarrus County, NC",Aug-24 p,0.040999999999999995,37-025
"Caldwell County, NC",Aug-24 p,0.044000000000000004,37-027
"Camden County, NC",Aug-24 p,0.038,37-029
"Carteret County, NC",Aug-24 p,0.038,37-031
"Caswell County, NC",Aug-24 p,0.045,37-033
"Catawba County, NC",Aug-24 p,0.042,37-035
"Chatham County, NC",Aug-24 p,0.037000000000000005,37-037
"Cherokee County, NC",Aug-24 p,0.048,37-039
"Chowan County, NC",Aug-24 p,0.047,37-041
"Clay County, NC",Aug-24 p,0.046,37-043
"Cleveland County, NC",Aug-24 p,0.044000000000000004,37-045
"Columbus County, NC",Aug-24 p,0.05,37-047
"Craven County, NC",Aug-24 p,0.043,37-049
"Cumberland County, NC",Aug-24 p,0.057,37-051
"Currituck County, NC",Aug-24 p,0.034,37-053
"Dare County, NC",Aug-24 p,0.033,37-055
"Davidson County, NC",Aug-24 p,0.044000000000000004,37-057
"Davie County, NC",Aug-24 p,0.04,37-059
"Duplin County, NC",Aug-24 p,0.04,37-061
"Durham County, NC",Aug-24 p,0.038,37-063
"Edgecombe County, NC",Aug-24 p,0.068,37-065
"Forsyth County, NC",Aug-24 p,0.044000000000000004,37-067
"Franklin County, NC",Aug-24 p,0.042,37-069
"Gaston County, NC",Aug-24 p,0.043,37-071
"Gates County, NC",Aug-24 p,0.039,37-073
"Graham County, NC",Aug-24 p,0.051,37-075
"Granville County, NC",Aug-24 p,0.038,37-077
"Greene County, NC",Aug-24 p,0.036000000000000004,37-079
"Guilford County, NC",Aug-24 p,0.05,37-081
"Halifax County, NC",Aug-24 p,0.061,37-083
"Harnett County, NC",Aug-24 p,0.049,37-085
"Haywood County, NC",Aug-24 p,0.037000000000000005,37-087
"Henderson County, NC",Aug-24 p,0.036000000000000004,37-089
"Hertford County, NC",Aug-24 p,0.059000000000000004,37-091
"Hoke County, NC",Aug-24 p,0.055,37-093
"Hyde County, NC",Aug-24 p,0.045,37-095
"Iredell County, NC",Aug-24 p,0.040999999999999995,37-097
"Jackson County, NC",Aug-24 p,0.042,37-099
"Johnston County, NC",Aug-24 p,0.039,37-101
"Jones County, NC",Aug-24 p,0.037000000000000005,37-103
"Lee County, NC",Aug-24 p,0.048,37-105
"Lenoir County, NC",Aug-24 p,0.044000000000000004,37-107
"Lincoln County, NC",Aug-24 p,0.038,37-109
"McDowell County, NC",Aug-24 p,0.04,37-111
"Macon County, NC",Aug-24 p,0.04,37-113
"Madison County, NC",Aug-24 p,0.036000000000000004,37-115
"Martin County, NC",Aug-24 p,0.054000000000000006,37-117
"Mecklenburg County, NC",Aug-24 p,0.042,37-119
"Mitchell County, NC",Aug-24 p,0.040999999999999995,37-121
"Montgomery County, NC",Aug-24 p,0.046,37-123
"Moore County, NC",Aug-24 p,0.042,37-125
"Nash County, NC",Aug-24 p,0.057,37-127
"New Hanover County, NC",Aug-24 p,0.036000000000000004,37-129
"Northampton County, NC",Aug-24 p,0.055999999999999994,37-131
"Onslow County, NC",Aug-24 p,0.049,37-133
"Orange County, NC",Aug-24 p,0.035,37-135
"Pamlico County, NC",Aug-24 p,0.04,37-137
"Pasquotank County, NC",Aug-24 p,0.046,37-139
"Pender County, NC",Aug-24 p,0.038,37-141
"Perquimans County, NC",Aug-24 p,0.052000000000000005,37-143
"Person County, NC",Aug-24 p,0.046,37-145
"Pitt County, NC",Aug-24 p,0.048,37-147
"Polk County, NC",Aug-24 p,0.04,37-149
"Randolph County, NC",Aug-24 p,0.044000000000000004,37-151
"Richmond County, NC",Aug-24 p,0.06,37-153
"Robeson County, NC",Aug-24 p,0.062,37-155
"Rockingham County, NC",Aug-24 p,0.048,37-157
"Rowan County, NC",Aug-24 p,0.040999999999999995,37-159
"Rutherford County, NC",Aug-24 p,0.057,37-161
"Sampson County, NC",Aug-24 p,0.044000000000000004,37-163
"Scotland County, NC",Aug-24 p,0.07400000000000001,37-165
"Stanly County, NC",Aug-24 p,0.038,37-167
"Stokes County, NC",Aug-24 p,0.040999999999999995,37-169
"Surry County, NC",Aug-24 p,0.04,37-171
"Swain County, NC",Aug-24 p,0.034,37-173
"Transylvania County, NC",Aug-24 p,0.039,37-175
"Tyrrell County, NC",Aug-24 p,0.040999999999999995,37-177
"Union County, NC",Aug-24 p,0.037000000000000005,37-179
"Vance County, NC",Aug-24 p,0.065,37-181
"Wake County, NC",Aug-24 p,0.037000000000000005,37-183
"Warren County, NC",Aug-24 p,0.064,37-185
"Washington County, NC",Aug-24 p,0.052000000000000005,37-187
"Watauga County, NC",Aug-24 p,0.035,37-189
"Wayne County, NC",Aug-24 p,0.046,37-191
"Wilkes County, NC",Aug-24 p,0.048,37-193
"Wilson County, NC",Aug-24 p,0.066,37-195
"Yadkin County, NC",Aug-24 p,0.038,37-197
"Yancey County, NC",Aug-24 p,0.037000000000000005,37-199
"Adams County, ND",Aug-24 p,0.018000000000000002,38-001
"Barnes County, ND",Aug-24 p,0.033,38-003
"Benson County, ND",Aug-24 p,0.026000000000000002,38-005
"Billings County, ND",Aug-24 p,0.023,38-007
"Bottineau County, ND",Aug-24 p,0.024,38-009
"Bowman County, ND",Aug-24 p,0.013999999999999999,38-011
"Burke County, ND",Aug-24 p,0.025,38-013
"Burleigh County, ND",Aug-24 p,0.02,38-015
"Cass County, ND",Aug-24 p,0.02,38-017
"Cavalier County, ND",Aug-24 p,0.027000000000000003,38-019
"Dickey County, ND",Aug-24 p,0.02,38-021
"Divide County, ND",Aug-24 p,0.016,38-023
"Dunn County, ND",Aug-24 p,0.015,38-025
"Eddy County, ND",Aug-24 p,0.019,38-027
"Emmons County, ND",Aug-24 p,0.033,38-029
"Foster County, ND",Aug-24 p,0.017,38-031
"Golden Valley County, ND",Aug-24 p,0.016,38-033
"Grand Forks County, ND",Aug-24 p,0.02,38-035
"Grant County, ND",Aug-24 p,0.016,38-037
"Griggs County, ND",Aug-24 p,0.023,38-039
"Hettinger County, ND",Aug-24 p,0.019,38-041
"Kidder County, ND",Aug-24 p,0.027000000000000003,38-043
